wavelength,flux
6408.154406,1.003827E-14
6411.109029,1.000324E-14
6414.063652,9.952428E-15
6417.018275,9.889065E-15
6419.972898,9.778625E-15
6422.927522,9.809489E-15
6425.882145,9.88473e-15
6428.836768,9.932751E-15
6431.791391,9.889324E-15
6434.746015,9.800921E-15
6437.700638,9.801163E-15
6440.655261,9.840603E-15
6443.609884,9.886786E-15
6446.564507,9.881476E-15
6449.519131,9.763938E-15
6452.473754,9.698616E-15
6455.428377,9.740319E-15
6458.383,9.744827E-15
6461.337624,9.689048E-15
6464.292247,9.707783E-15
6467.24687,9.733597E-15
6470.201493,9.634483E-15
6473.156116,9.546961E-15
6476.11074,9.55051e-15
6479.065363,9.543704E-15
6482.019986,9.515694E-15
6484.974609,9.531315E-15
6487.929233,9.569274E-15
6490.883856,9.573103E-15
6493.838479,9.572281E-15
6496.793102,9.529132E-15
6499.747725,9.534101E-15
6502.702349,9.589291E-15
6505.656972,9.623371E-15
6508.611595,9.629335E-15
6511.566218,9.545825E-15
6514.520842,9.459668E-15
6517.475465,9.452932E-15
6520.430088,9.478272E-15
6523.384711,9.556584E-15
6526.339334,9.579654E-15
6529.293958,9.478713E-15
6532.248581,9.39483e-15
6535.203204,9.36925e-15
6538.157827,9.375824E-15
6541.112451,9.377881E-15
6544.067074,9.346649E-15
6547.021697,9.31301e-15
6549.97632,9.285233E-15
6552.930943,9.270213E-15
6555.885567,9.252364E-15
6558.84019,9.184346E-15
6561.794813,9.120014E-15
6564.749436,9.136425E-15
6567.70406,9.131153E-15
6570.658683,9.071042E-15
6573.613306,9.026326E-15
6576.567929,9.018021E-15
6579.522552,9.011085E-15
6582.477176,8.987707E-15
6585.431799,8.986561E-15
6588.386422,8.928541E-15
6591.341045,8.889269E-15
6594.295669,8.893577E-15
6597.250292,8.908885E-15
6600.204915,8.88435e-15
6603.159538,8.89529e-15
6606.114161,8.893746E-15
6609.068785,8.822053E-15
6612.023408,8.84173e-15
6614.978031,8.93843e-15
6617.932654,8.994206E-15
6620.887278,9.05289e-15
6623.841901,9.058417E-15
6626.796524,8.887593E-15
6629.751147,8.707642E-15
6632.70577,8.650554E-15
6635.660394,8.605383E-15
6638.615017,8.607161E-15
6641.56964,8.636118E-15
6644.524263,8.675816E-15
6647.478887,8.63707e-15
6650.43351,8.534029E-15
6653.388133,8.503729E-15
6656.342756,8.499271E-15
6659.297379,8.430386E-15
6662.252003,8.392138E-15
6665.206626,8.439862E-15
6668.161249,8.473704E-15
6671.115872,8.439513E-15
6674.070496,8.416282E-15
6677.025119,8.406663E-15
6679.979742,8.371978E-15
6682.934365,8.323913E-15
6685.888988,8.283839E-15
6688.843612,8.326314E-15
6691.798235,8.338169E-15
6694.752858,8.281645E-15
6697.707481,8.208111E-15
6700.662105,8.145488E-15
6703.616728,8.090854E-15
6706.571351,8.061744E-15
6709.525974,8.047858E-15
6712.480597,8.090686E-15
6715.435221,8.141128E-15
6718.389844,8.101071E-15
6721.344467,8.015078E-15
6724.29909,7.980705E-15
6727.253714,7.993259E-15
6730.208337,7.992552E-15
6733.16296,7.974238E-15
6736.117583,7.963359E-15
6739.072206,7.978185E-15
6742.02683,7.962576E-15
6744.981453,7.95257e-15
6747.936076,7.939666E-15
6750.890699,7.898928E-15
6753.845323,7.86467e-15
6756.799946,7.836372E-15
6759.754569,7.820291E-15
6762.709192,7.80054e-15
6765.663815,7.740821E-15
6768.618439,7.704489E-15
6771.573062,7.714435E-15
6774.527685,7.715071E-15
6777.482308,7.713092E-15
6780.436932,7.744469E-15
6783.391555,7.801832E-15
6786.346178,7.786555E-15
6789.300801,7.728634E-15
6792.255424,7.645289E-15
6795.210048,7.544731E-15
6798.164671,7.479288E-15
6801.119294,7.486084E-15
6804.073917,7.525576E-15
6807.028541,7.530963E-15
6809.983164,7.535393E-15
6812.937787,7.47123e-15
6815.89241,7.368401E-15
6818.847034,7.288977E-15
6821.801657,7.211347E-15
6824.75628,7.242893E-15
6827.710903,7.275921E-15
6830.665526,7.228011E-15
6833.62015,7.235554E-15
6836.574773,7.324848E-15
6839.529396,7.226727E-15
6842.484019,7.137897E-15
6845.438643,7.114371E-15
6848.393266,7.073302E-15
6851.347889,7.031601E-15
6854.302512,7.00019e-15
6857.257135,6.97634e-15
6860.211759,6.979156E-15
6863.166382,7.063566E-15
6866.121005,7.139575E-15
6869.075628,7.039034E-15
6872.030252,6.718132E-15
6874.984875,6.428153E-15
6877.939498,6.354169E-15
6880.894121,6.466327E-15
6883.848744,6.554792E-15
6886.803368,6.608746E-15
6889.757991,6.677674E-15
6892.712614,6.65504e-15
6895.667237,6.578948E-15
6898.621861,6.527465E-15
6901.576484,6.443754E-15
6904.531107,6.402516E-15
6907.48573,6.423519E-15
6910.440353,6.405506E-15
6913.394977,6.436862E-15
6916.3496,6.504198E-15
6919.304223,6.501419E-15
6922.258846,6.508104E-15
6925.21347,6.466921E-15
6928.168093,6.411138E-15
6931.122716,6.383184E-15
6934.077339,6.321553E-15
6937.031962,6.301001E-15
6939.986586,6.308544E-15
6942.941209,6.276694E-15
6945.895832,6.231128E-15
6948.850455,6.236865E-15
6951.805079,6.196524E-15
6954.759702,6.088534E-15
6957.714325,6.022132E-15
6960.668948,5.999096E-15
6963.623571,5.992402E-15
6966.578195,5.963975E-15
6969.532818,6.020185E-15
6972.487441,6.076472E-15
6975.442064,6.068475E-15
6978.396688,6.067314E-15
6981.351311,6.007305E-15
6984.305934,5.861451E-15
6987.260557,5.760946E-15
6990.21518,5.697228E-15
6993.169804,5.619497E-15
6996.124427,5.604647E-15
6999.07905,5.65455e-15
7002.033673,5.654667E-15
7004.988297,5.647604E-15
7007.94292,5.605036E-15
7010.897543,5.50785e-15
7013.852166,5.40532e-15
7016.806789,5.372832E-15
7019.761413,5.38757e-15
7022.716036,5.419939E-15
7025.670659,5.448245E-15
7028.625282,5.39804e-15
7031.579906,5.323802E-15
7034.534529,5.306855E-15
7037.489152,5.280355E-15
7040.443775,5.246763E-15
7043.398398,5.232445E-15
7046.353022,5.214027E-15
7049.307645,5.215393E-15
7052.262268,5.225521E-15
7055.216891,5.257373E-15
7058.171515,5.292455E-15
7061.126138,5.284517E-15
7064.080761,5.209779E-15
7067.035384,5.135407E-15
7069.990007,5.131016E-15
7072.944631,5.135328E-15
7075.899254,5.12488e-15
7078.853877,5.11602e-15
7081.8085,5.110302E-15
7084.763124,5.115796E-15
7087.717747,5.142474E-15
7090.67237,5.170782E-15
7093.626993,5.14964e-15
7096.581616,5.126842E-15
7099.53624,5.087183E-15
7102.490863,4.99981e-15
7105.445486,4.919011E-15
7108.400109,4.915143E-15
7111.354733,4.90202e-15
7114.309356,4.860204E-15
7117.263979,4.852188E-15
7120.218602,4.869917E-15
7123.173225,4.893621E-15
7126.127849,4.87816e-15
7129.082472,4.829119E-15
7132.037095,4.782959E-15
7134.991718,4.710513E-15
7137.946342,4.641994E-15
7140.900965,4.562283E-15
7143.855588,4.498773E-15
7146.810211,4.483218E-15
7149.764834,4.518188E-15
7152.719458,4.519249E-15
7155.674081,4.502252E-15
7158.628704,4.511755E-15
7161.583327,4.509932E-15
7164.537951,4.478345E-15
7167.492574,4.459485E-15
7170.447197,4.455634E-15
7173.40182,4.397629E-15
7176.356443,4.303251E-15
7179.311067,4.247952E-15
7182.26569,4.303298E-15
7185.220313,4.342112E-15
7188.174936,4.282695E-15
7191.12956,4.245108E-15
7194.084183,4.236489E-15
7197.038806,4.229071E-15
7199.993429,4.202504E-15
7202.948052,4.156531E-15
7205.902676,4.095273E-15
7208.857299,4.047832E-15
7211.811922,4.061016E-15
7214.766545,4.124588E-15
7217.721169,4.191067E-15
7220.675792,4.221821E-15
7223.630415,4.195505E-15
7226.585038,4.130379E-15
7229.539661,4.106456E-15
7232.494285,4.073508E-15
7235.448908,4.057477E-15
7238.403531,4.032273E-15
7241.358154,4.002181E-15
7244.312778,4.039489E-15
7247.267401,4.060749E-15
7250.222024,4.014636E-15
7253.176647,3.976872E-15
7256.13127,4.011485E-15
7259.085894,4.076989E-15
7262.040517,4.088946E-15
7264.99514,4.025685E-15
7267.949763,3.995464E-15
7270.904387,4.056518E-15
7273.85901,4.131677E-15
7276.813633,4.090115E-15
7279.768256,4.009858E-15
7282.722879,3.992545E-15
7285.677503,3.971794E-15
7288.632126,3.942037E-15
7291.586749,3.94856e-15
7294.541372,3.907173E-15
7297.495996,3.864317E-15
7300.450619,3.851434E-15
7303.405242,3.856728E-15
7306.359865,3.869858E-15
7309.314488,3.858747E-15
7312.269112,3.876618E-15
7315.223735,3.916143E-15
7318.178358,3.921216E-15
7321.132981,3.854124E-15
7324.087605,3.801727E-15
7327.042228,3.843946E-15
7329.996851,3.910977E-15
7332.951474,3.900031E-15
7335.906097,3.864988E-15
7338.860721,3.898182E-15
7341.815344,3.928358E-15
7344.769967,3.898438E-15
7347.72459,3.890468E-15
7350.679214,3.88956e-15
7353.633837,3.871514E-15
7356.58846,3.877357E-15
7359.543083,3.880938E-15
7362.497706,3.825248E-15
7365.45233,3.76233e-15
7368.406953,3.762592E-15
7371.361576,3.812741E-15
7374.316199,3.896128E-15
7377.270823,3.957038E-15
7380.225446,3.947604E-15
7383.180069,3.945448E-15
7386.134692,3.959694E-15
7389.089315,3.963407E-15
7392.043939,3.933859E-15
7394.998562,3.846877E-15
7397.953185,3.77826e-15
7400.907808,3.764729E-15
7403.862432,3.774965E-15
7406.817055,3.803274E-15
7409.771678,3.851346E-15
7412.726301,3.889313E-15
7415.680924,3.899283E-15
7418.635548,3.908519E-15
7421.590171,3.920945E-15
7424.544794,3.898801E-15
7427.499417,3.827041E-15
7430.454041,3.75302e-15
7433.408664,3.768594E-15
7436.363287,3.809952E-15
7439.31791,3.797262E-15
7442.272533,3.791938E-15
7445.227157,3.814246E-15
7448.18178,3.856708E-15
7451.136403,3.911609E-15
7454.091026,3.90431e-15
7457.04565,3.856112E-15
7460.000273,3.828714E-15
7462.954896,3.765472E-15
7465.909519,3.709123E-15
7468.864142,3.683775E-15
7471.818766,3.690142E-15
7474.773389,3.743719E-15
7477.728012,3.789013E-15
7480.682635,3.853485E-15
7483.637259,3.906283E-15
7486.591882,3.906945E-15
7489.546505,3.878141E-15
7492.501128,3.816079E-15
7495.455751,3.757507E-15
7498.410375,3.726248E-15
7501.364998,3.662583E-15
7504.319621,3.598461E-15
7507.274244,3.635158E-15
7510.228868,3.744045E-15
7513.183491,3.818025E-15
7516.138114,3.832111E-15
7519.092737,3.839189E-15
7522.04736,3.892333E-15
7525.001984,3.911752E-15
7527.956607,3.860093E-15
7530.91123,3.79371e-15
7533.865853,3.741284E-15
7536.820477,3.711327E-15
7539.7751,3.692762E-15
7542.729723,3.70851e-15
7545.684346,3.778046E-15
7548.638969,3.80498e-15
7551.593593,3.794175E-15
7554.548216,3.847144E-15
7557.502839,3.856646E-15
7560.457462,3.759918E-15
7563.412086,3.684929E-15
7566.366709,3.680597E-15
7569.321332,3.70281e-15
7572.275955,3.688481E-15
7575.230578,3.631957E-15
7578.185202,3.563804E-15
7581.139825,3.520481E-15
7584.094448,3.550544E-15
7587.049071,3.634081E-15
7590.003695,3.747488E-15
7592.958318,3.877912E-15
7595.912941,3.946813E-15
7598.867564,3.942153E-15
7601.822187,3.834817E-15
7604.776811,3.628735E-15
7607.731434,3.371783E-15
7610.686057,3.039632E-15
7613.64068,2.880864E-15
7616.595304,3.087059E-15
7619.549927,3.430317E-15
7622.50455,3.652729E-15
7625.459173,3.756465E-15
7628.413796,3.763887E-15
7631.36842,3.616127E-15
7634.323043,3.480258E-15
7637.277666,3.435866E-15
7640.232289,3.404165E-15
7643.186913,3.401244E-15
7646.141536,3.437521E-15
7649.096159,3.467965E-15
7652.050782,3.523894E-15
7655.005405,3.637412E-15
7657.960029,3.769465E-15
7660.914652,3.835935E-15
7663.869275,3.870246E-15
7666.823898,3.917424E-15
7669.778522,3.850688E-15
7672.733145,3.759955E-15
7675.687768,3.781269E-15
7678.642391,3.805432E-15
7681.597014,3.777698E-15
7684.551638,3.818913E-15
7687.506261,3.931142E-15
7690.460884,3.966176E-15
7693.415507,3.925132E-15
7696.370131,3.90203e-15
7699.324754,3.909145E-15
7702.279377,3.88985e-15
7705.234,3.889275E-15
7708.188623,3.946937E-15
7711.143247,4.021637E-15
7714.09787,4.049656E-15
7717.052493,4.015634E-15
7720.007116,3.956687E-15
7722.96174,3.925024E-15
7725.916363,3.977657E-15
7728.870986,4.073417E-15
7731.825609,4.101298E-15
7734.780232,4.08924e-15
7737.734856,4.131045E-15
7740.689479,4.103551E-15
7743.644102,3.988189E-15
7746.598725,3.931715E-15
7749.553349,3.988595E-15
7752.507972,4.043349E-15
7755.462595,4.059747E-15
7758.417218,4.073791E-15
7761.371841,4.107167E-15
7764.326465,4.167418E-15
7767.281088,4.173902E-15
7770.235711,4.153369E-15
7773.190334,4.172893E-15
7776.144958,4.12677e-15
7779.099581,4.006711E-15
7782.054204,3.981199E-15
7785.008827,3.947323E-15
7787.96345,3.913379E-15
7790.918074,4.046042E-15
7793.872697,4.214157E-15
7796.82732,4.2812e-15
7799.781943,4.303363E-15
7802.736567,4.267085E-15
7805.69119,4.239608E-15
7808.645813,4.275802E-15
7811.600436,4.208864E-15
7814.555059,4.082527E-15
7817.509683,4.047961E-15
7820.464306,4.0642e-15
7823.418929,4.116149E-15
7826.373552,4.171643E-15
7829.328176,4.166363E-15
7832.282799,4.176712E-15
7835.237422,4.240881E-15
7838.192045,4.287973E-15
7841.146668,4.302937E-15
7844.101292,4.287909E-15
7847.055915,4.211582E-15
7850.010538,4.124496E-15
7852.965161,4.121115E-15
7855.919785,4.118658E-15
7858.874408,4.08831e-15
7861.829031,4.070061E-15
7864.783654,4.119493E-15
7867.738277,4.305006E-15
7870.692901,4.470652E-15
7873.647524,4.484159E-15
7876.602147,4.445665E-15
7879.55677,4.35747e-15
7882.511394,4.215786E-15
7885.466017,4.13623e-15
7888.42064,4.143525E-15
7891.375263,4.136066E-15
7894.329886,4.111581E-15
7897.28451,4.129569E-15
7900.239133,4.227079E-15
7903.193756,4.343746E-15
7906.148379,4.418693E-15
7909.103003,4.542774E-15
7912.057626,4.698662E-15
7915.012249,4.710489E-15
7917.966872,4.558203E-15
7920.921495,4.360687E-15
7923.876119,4.208944E-15
7926.830742,4.167144E-15
7929.785365,4.221159E-15
7932.739988,4.316384E-15
7935.694612,4.434773E-15
7938.649235,4.584459E-15
7941.603858,4.750457E-15
7944.558481,4.862245E-15
7947.513104,4.897533E-15
7950.467728,4.864887E-15
7953.422351,4.769826E-15
7956.376974,4.577873E-15
7959.331597,4.422751E-15
7962.286221,4.373756E-15
7965.240844,4.386056E-15
7968.195467,4.472432E-15
7971.15009,4.552817E-15
7974.104713,4.662566E-15
7977.059337,4.833685E-15
7980.01396,4.944421E-15
7982.968583,4.948051E-15
7985.923206,4.87831e-15
7988.87783,4.785207E-15
7991.832453,4.747433E-15
7994.787076,4.733094E-15
7997.741699,4.611216E-15
8000.696322,4.456586E-15
8003.650946,4.426601E-15
8006.605569,4.54249e-15
8009.560192,4.738255E-15
8012.514815,4.943629E-15
8015.469439,5.084128E-15
8018.424062,5.127515E-15
8021.378685,5.088342E-15
8024.333308,5.007347E-15
8027.287931,4.942362E-15
8030.242555,4.90138e-15
8033.197178,4.810947E-15
8036.151801,4.665716E-15
8039.106424,4.660018E-15
8042.061048,4.798668E-15
8045.015671,4.87262e-15
8047.970294,4.932001E-15
8050.924917,5.059033E-15
8053.87954,5.184826E-15
8056.834164,5.264199E-15
8059.788787,5.281184E-15
8062.74341,5.264419E-15
8065.698033,5.214395E-15
8068.652657,5.088566E-15
8071.60728,4.987887E-15
8074.561903,4.942333E-15
8077.516526,4.941062E-15
8080.471149,4.987908E-15
8083.425773,4.968056E-15
8086.380396,4.931674E-15
8089.335019,5.012839E-15
8092.289642,5.167298E-15
8095.244266,5.287006E-15
8098.198889,5.344667E-15
8101.153512,5.371625E-15
8104.108135,5.396224E-15
8107.062758,5.373947E-15
8110.017382,5.212578E-15
8112.972005,4.994357E-15
8115.926628,4.811848E-15
8118.881251,4.689335E-15
8121.835875,4.707236E-15
8124.790498,4.813911E-15
8127.745121,4.897407E-15
8130.699744,4.961207E-15
8133.654367,5.096252E-15
8136.608991,5.244654E-15
8139.563614,5.261177E-15
8142.518237,5.194203E-15
8145.47286,5.088068E-15
8148.427484,4.925773E-15
8151.382107,4.761649E-15
8154.33673,4.582121E-15
8157.291353,4.397491E-15
8160.245976,4.296058E-15
8163.2006,4.322863E-15
8166.155223,4.438365E-15
8169.109846,4.607886E-15
8172.064469,4.870265E-15
8175.019093,5.074865E-15
8177.973716,5.071683E-15
8180.928339,5.000843E-15
8183.882962,4.97281e-15
8186.837585,4.980045E-15
8189.792209,4.93012e-15
8192.746832,4.865082E-15
8195.701455,4.802151E-15
8198.656078,4.759264E-15
8201.610702,4.80799e-15
8204.565325,4.970466E-15
8207.519948,5.160921E-15
8210.474571,5.252727E-15
8213.429194,5.29501e-15
8216.383818,5.373519E-15
8219.338441,5.411173E-15
8222.293064,5.369787E-15
8225.247687,5.173806E-15
8228.202311,4.819284E-15
8231.156934,4.594184E-15
8234.111557,4.649838E-15
8237.06618,4.83684e-15
8240.020803,4.987926E-15
8242.975427,5.044595E-15
8245.93005,5.054532E-15
8248.884673,5.110172E-15
8251.839296,5.14678e-15
8254.79392,5.14094e-15
8257.748543,5.201607E-15
8260.703166,5.182075E-15
8263.657789,5.051348E-15
8266.612412,5.065476E-15
8269.567036,5.167394E-15
8272.521659,5.31827e-15
8275.476282,5.44477e-15
8278.430905,5.373659E-15
8281.385529,5.26045e-15
8284.340152,5.220314E-15
8287.294775,5.104843E-15
8290.249398,4.952773E-15
8293.204021,4.914541E-15
8296.158645,5.036964E-15
8299.113268,5.179813E-15
8302.067891,5.242778E-15
8305.022514,5.403509E-15
8307.977138,5.681866E-15
8310.931761,5.87476e-15
8313.886384,5.852998E-15
8316.841007,5.676362E-15
8319.79563,5.497957E-15
8322.750254,5.368003E-15
8325.704877,5.262982E-15
8328.6595,5.216214E-15
8331.614123,5.26151e-15
8334.568747,5.143554E-15
8337.52337,5.040219E-15
8340.477993,5.244427E-15
8343.432616,5.545939E-15
8346.387239,5.767269E-15
8349.341863,5.926084E-15
8352.296486,5.988534E-15
8355.251109,5.992936E-15
8358.205732,5.967581E-15
8361.160356,5.851905E-15
8364.114979,5.7179e-15
8367.069602,5.626632E-15
8370.024225,5.555505E-15
8372.978848,5.466796E-15
8375.933472,5.433291E-15
8378.888095,5.561146E-15
8381.842718,5.69075e-15
8384.797341,5.695278E-15
8387.751965,5.655968E-15
8390.706588,5.709577E-15
8393.661211,5.847863E-15
8396.615834,6.008283E-15
8399.570457,6.148437E-15
8402.525081,6.157243E-15
8405.479704,5.973309E-15
8408.434327,5.81288e-15
8411.38895,5.791328E-15
8414.343574,5.724179E-15
8417.298197,5.615634E-15
8420.25282,5.516732E-15
8423.207443,5.474613E-15
8426.162066,5.544513E-15
8429.11669,5.676114E-15
8432.071313,5.762029E-15
8435.025936,5.755616E-15
8437.980559,5.749137E-15
8440.935183,5.84886e-15
8443.889806,6.046502E-15
8446.844429,6.141146E-15
8449.799052,6.095499E-15
8452.753675,5.946905E-15
8455.708299,5.811076E-15
8458.662922,5.675306E-15
8461.617545,5.524157E-15
8464.572168,5.418617E-15
8467.526792,5.315152E-15
8470.481415,5.239703E-15
8473.436038,5.268713E-15
8476.390661,5.351826E-15
8479.345284,5.465274E-15
8482.299908,5.638008E-15
8485.254531,5.905203E-15
8488.209154,6.108053E-15
8491.163777,6.128327E-15
8494.118401,6.047634E-15
8497.073024,5.936157E-15
8500.027647,5.792719E-15
8502.98227,5.665825E-15
8505.936893,5.539571E-15
8508.891517,5.370793E-15
8511.84614,5.209744E-15
8514.800763,5.074679E-15
8517.755386,5.021876E-15
8520.71001,5.096692E-15
8523.664633,5.221977E-15
8526.619256,5.393522E-15
8529.573879,5.554839E-15
8532.528502,5.632734E-15
8535.483126,5.675711E-15
8538.437749,5.71481e-15
8541.392372,5.66514e-15
8544.346995,5.522945E-15
8547.301619,5.402522E-15
8550.256242,5.29642e-15
8553.210865,5.107076E-15
8556.165488,4.982452E-15
8559.120111,5.008263E-15
8562.074735,5.074487E-15
8565.029358,5.131894E-15
8567.983981,5.084343E-15
8570.938604,5.074607E-15
8573.893228,5.211684E-15
8576.847851,5.349235E-15
8579.802474,5.399217E-15
8582.757097,5.427891E-15
8585.71172,5.501144E-15
8588.666344,5.471432E-15
8591.620967,5.365504E-15
8594.57559,5.319483E-15
8597.530213,5.289158E-15
8600.484837,5.196175E-15
8603.43946,5.074422E-15
8606.394083,4.97162e-15
8609.348706,4.870012E-15
8612.303329,4.822025E-15
8615.257953,4.825754E-15
8618.212576,4.889546E-15
8621.167199,5.068726E-15
8624.121822,5.2384e-15
8627.076446,5.368403E-15
8630.031069,5.482475E-15
8632.985692,5.472737E-15
8635.940315,5.410045E-15
8638.894938,5.331902E-15
8641.849562,5.201759E-15
8644.804185,5.046673E-15
8647.758808,4.890305E-15
8650.713431,4.744677E-15
8653.668055,4.654991E-15
8656.622678,4.621459E-15
8659.577301,4.638052E-15
8662.531924,4.700743E-15
8665.486547,4.756915E-15
8668.441171,4.898237E-15
8671.395794,5.029108E-15
8674.350417,5.032232E-15
8677.30504,4.985476E-15
8680.259664,4.920664E-15
8683.214287,4.857137E-15
8686.16891,4.846407E-15
8689.123533,4.816222E-15
8692.078156,4.692544E-15
8695.03278,4.557446E-15
8697.987403,4.485479E-15
8700.942026,4.496266E-15
8703.896649,4.506677E-15
8706.851273,4.55295e-15
8709.805896,4.760956E-15
8712.760519,5.037848E-15
8715.715142,5.209045E-15
8718.669765,5.207222E-15
8721.624389,5.151294E-15
8724.579012,5.11498e-15
8727.533635,5.041914E-15
8730.488258,4.899299E-15
8733.442882,4.727227E-15
8736.397505,4.641771E-15
8739.352128,4.606256E-15
8742.306751,4.550182E-15
8745.261374,4.495003E-15
8748.215998,4.564456E-15
8751.170621,4.648911E-15
8754.125244,4.704801E-15
8757.079867,4.825009E-15
8760.034491,4.950725E-15
8762.989114,5.040485E-15
8765.943737,5.105991E-15
8768.89836,5.101799E-15
8771.852983,5.098197E-15
8774.807607,5.07229e-15
8777.76223,4.910456E-15
8780.716853,4.759332E-15
8783.671476,4.692048E-15
8786.6261,4.55941e-15
8789.580723,4.543903E-15
8792.535346,4.672554E-15
8795.489969,4.732033E-15
8798.444592,4.751488E-15
8801.399216,4.839265E-15
8804.353839,4.905204E-15
8807.308462,4.908796E-15
8810.263085,4.944253E-15
8813.217709,5.004662E-15
8816.172332,5.062623E-15
8819.126955,4.956118E-15
8822.081578,4.857457E-15
8825.036201,4.852263E-15
8827.990825,4.765795E-15
8830.945448,4.633201E-15
8833.900071,4.540213E-15
8836.854694,4.531246E-15
8839.809318,4.532838E-15
8842.763941,4.4319e-15
8845.718564,4.446478E-15
8848.673187,4.651536E-15
8851.62781,4.760852E-15
8854.582434,4.810979E-15
8857.537057,4.824416E-15
8860.49168,4.866928E-15
8863.446303,4.975283E-15
8866.400927,5.017792E-15
8869.35555,4.990679E-15
8872.310173,4.920986E-15
8875.264796,4.800657E-15
8878.219419,4.689223E-15
8881.174043,4.541434E-15
8884.128666,4.42365e-15
8887.083289,4.393696E-15
8890.037912,4.317468E-15
8892.992536,4.303037E-15
8895.947159,4.34691e-15
8898.901782,4.439189E-15
8901.856405,4.598406E-15
8904.811028,4.767955E-15
8907.765652,4.916815E-15
8910.720275,5.003876E-15
8913.674898,5.03005e-15
8916.629521,4.928679E-15
8919.584145,4.706107E-15
8922.538768,4.531984E-15
8925.493391,4.386136E-15
8928.448014,4.197301E-15
8931.402637,4.008486E-15
8934.357261,3.961978E-15
8937.311884,3.929608E-15
8940.266507,3.967433E-15
8943.22113,4.141983E-15
8946.175754,4.27762e-15
8949.130377,4.341492E-15
8952.085,4.488741E-15
8955.039623,4.618285E-15
8957.994246,4.520416E-15
8960.94887,4.304078E-15
8963.903493,4.053859E-15
8966.858116,3.818564E-15
8969.812739,3.701515E-15
8972.767363,3.67082e-15
8975.721986,3.550033E-15
8978.676609,3.500222E-15
8981.631232,3.609311E-15
8984.585855,3.676368E-15
8987.540479,3.719257E-15
8990.495102,3.797398E-15
8993.449725,3.895946E-15
8996.404348,4.036349E-15
8999.358972,4.443951E-15
9002.313595,4.4311e-15
9005.268218,4.184974E-15
9008.222841,4.005769E-15
9011.177464,3.87778e-15
9014.132088,3.729294E-15
9017.086711,3.551459E-15
9020.041334,3.444743E-15
9022.995957,3.405607E-15
9025.950581,3.405387E-15
9028.905204,3.534108E-15
9031.859827,3.774699E-15
9034.81445,4.099581E-15
9037.769073,4.472713E-15
9040.723697,4.774335E-15
9043.67832,5.022977E-15
9046.632943,5.175099E-15
9049.587566,5.005027E-15
9052.54219,4.64838e-15
9055.496813,4.332625E-15
9058.451436,4.081644E-15
9061.406059,3.896803E-15
9064.360682,3.680635E-15
9067.315306,3.450466E-15
9070.269929,3.384237E-15
9073.224552,3.432414E-15
9076.179175,3.54053e-15
9079.133799,3.787328E-15
9082.088422,4.029482E-15
9085.043045,4.207183E-15
9087.997668,4.434964E-15
9090.952291,4.476071E-15
9093.906915,4.336198E-15
9096.861538,4.368548E-15
9099.816161,4.23342e-15
9102.770784,3.830255E-15
9105.725408,3.61609e-15
9108.680031,3.576909E-15
9111.634654,3.558035E-15
9114.589277,3.497231E-15
9117.5439,3.450428E-15
9120.498524,3.512723E-15
9123.453147,3.645757E-15
9126.40777,3.752555E-15
9129.362393,3.813473E-15
9132.317017,3.889831E-15
9135.27164,4.117376E-15
9138.226263,4.316625E-15
9141.180886,4.380055E-15
9144.135509,4.329311E-15
9147.090133,4.019138E-15
9150.044756,3.584703E-15
9152.999379,3.263113E-15
9155.954002,3.093479E-15
9158.908626,3.188022E-15
9161.863249,3.424241E-15
9164.817872,3.49015e-15
9167.772495,3.468406E-15
9170.727118,3.570126E-15
9173.681742,3.689548E-15
9176.636365,3.889811E-15
9179.590988,4.290188E-15
9182.545611,4.567344E-15
9185.500235,4.554502E-15
9188.454858,4.33455e-15
9191.409481,3.995115E-15
9194.364104,3.740792E-15
9197.318727,3.633405E-15
9200.273351,3.514939E-15
9203.227974,3.440252E-15
9206.182597,3.407267E-15
9209.13722,3.544768E-15
9212.091844,3.781241E-15
9215.046467,3.91734e-15
9218.00109,4.184298E-15
9220.955713,4.600235E-15
9223.910336,4.847227E-15
9226.86496,4.906188E-15
9229.819583,4.82726e-15
9232.774206,4.582012E-15
9235.728829,4.234788E-15
9238.683453,3.844992E-15
9241.638076,3.555903E-15
9244.592699,3.446102E-15
9247.547322,3.411311E-15
9250.501945,3.463508E-15
9253.456569,3.63722e-15
9256.411192,3.834075E-15
9259.365815,4.04846e-15
9262.320438,4.371984E-15
9265.275062,4.67722e-15
9268.229685,4.70631e-15
9271.184308,4.583763E-15
9274.138931,4.411472E-15
9277.093554,4.052366E-15
9280.048178,3.667614E-15
9283.002801,3.38954e-15
9285.957424,3.194931E-15
9288.912047,3.029884E-15
9291.866671,2.873827E-15
9294.821294,2.802192E-15
9297.775917,2.843081E-15
9300.73054,2.929991E-15
9303.685163,3.059615E-15
9306.639787,3.252051E-15
9309.59441,3.305956E-15
9312.549033,3.079442E-15
9315.503656,2.835674E-15
9318.45828,2.596468E-15
9321.412903,2.354166E-15
9324.367526,2.167288E-15
9327.322149,1.974363E-15
9330.276772,1.756815E-15
9333.231396,1.533749E-15
9336.186019,1.426124E-15
9339.140642,1.520549E-15
9342.095265,1.707674E-15
9345.049889,1.949415E-15
9348.004512,2.173246E-15
9350.959135,2.306198E-15
9353.913758,2.428105E-15
9356.868382,2.585235E-15
