ekev, nekev
2.8407645836840887, 0.017946024402973174
3.0050521744773375, 0.01608233877667042
3.2697429904739566, 0.014412195967188549
3.458839334994499, 0.01291549665014884
3.6074510879448844, 0.011158839925077492
4.210801756131172, 0.008483428982440725
4.391845008588267, 0.007464760408417128
4.613074008231329, 0.006568410965708362
4.812085887049485, 0.0063326764795741865
5.1622152972487365, 0.005372281118324031
5.2722432538372335, 0.005179474679231218
5.422249912295303, 0.004727191266403975
5.776241757498682, 0.0041595621630718515
6.11080712855415, 0.003937658923564387
6.374254172687104, 0.0037275937203149457
6.651477046129881, 0.004475006297250453
6.936098834757774, 0.0034648348557303698
7.284062379340037, 0.0026826957952797302
7.231888321149815, 0.002448436746822227
7.869107155539141, 0.002234633726916595
7.814928163888068, 0.002448436746822227
8.153895090554615, 0.0027321713724466714
8.443319744273904, 0.002154434690031887
8.50042850930078, 0.0017621048479375058
8.681850302029313, 0.0017301957388458963
9.05436629650884, 0.0014412195967188548
9.119688521224077, 0.0015791111439617418
9.64548103380276, 0.0012681616133864966
10.276911312763932, 0.0012451970847350332
10.201587933286266, 0.0010184424850756457
10.866991152019637, 0.000863988449483969
11.415029172543143, 0.000788543029093589
12.160600038049367, 0.0007066532313287162
12.951244651012608, 0.0005274997063702619
14.089650557577185, 0.0004236274826185525
14.596705598762671, 0.0004557536534100911
15.221309792204467, 0.00035287350208467545
17.026112616625863, 0.0002194167819649251
19.58678106145556, 0.00012451970847350343
23.17625802525713, 0.00006938567878737181
27.412806383010167, 0.000029935772947204902
